,idc_abs,heated_area,geometry
14287,146.65272033691406,1186.5069580078125,POINT (2502099.19959144 1128485.14806587)
14288,166.95527005004882,1406.8564453125,POINT (2502202.742575097 1128485.14806587)
14289,183.3917877960205,1575.4173583984375,POINT (2502306.285558755 1128485.14806587)
14290,356.00530892944334,3712.189697265625,POINT (2502409.828542412 1128485.14806587)
14291,166.24905084228516,1650.03369140625,POINT (2502513.371526069 1128485.14806587)
14292,52.59004084014892,462.6191101074218,POINT (2502616.914509728 1128485.14806587)
14293,53.29147103881836,337.89306640625,POINT (2502720.457493385 1128485.14806587)
14294,34.7870100479126,285.4667358398437,POINT (2502824.000477043 1128485.14806587)
14342,21.20823728942871,172.75192260742188,POINT (2507794.063692607 1128485.14806587)
14343,40.842089885711665,442.6741027832031,POINT (2507897.606676265 1128485.14806587)
14344,267.7125667572021,2642.167724609375,POINT (2508001.149659921 1128485.14806587)
14345,268.04553796386716,2242.95166015625,POINT (2508104.69264358 1128485.14806587)
14346,271.41316915893555,2347.641357421875,POINT (2508208.235627237 1128485.14806587)
14347,51.893547004699705,326.78485107421875,POINT (2508311.778610895 1128485.14806587)
14370,129.65917124938963,882.4258422851561,POINT (2510693.267235019 1128485.14806587)
14371,115.54898220825194,780.3365478515625,POINT (2510796.810218677 1128485.14806587)
14372,178.8374155883789,920.4528198242189,POINT (2510900.353202335 1128485.14806587)
14373,201.3156162261963,1021.551513671875,POINT (2511003.896185992 1128485.14806587)
14374,200.02896911621093,1031.592041015625,POINT (2511107.439169649 1128485.14806587)
14388,22.867055896759034,139.44427490234375,POINT (2512557.040940856 1128485.14806587)
14389,15.305248398780822,93.22018432617188,POINT (2512660.583924513 1128485.14806587)
14390,149.90279568481444,981.5879516601561,POINT (2512764.126908171 1128485.14806587)
14442,0.014058993243612292,0.1057557612657547,POINT (2491537.815258366 1128381.732645435)
14443,0.945892996072769,6.72723388671875,POINT (2491641.358242023 1128381.732645435)
14444,7.248534672737121,44.087188720703125,POINT (2491744.901225681 1128381.732645435)
14445,22.443828241348264,136.32907104492188,POINT (2491848.444209339 1128381.732645435)
14447,2.0432950695753096,11.061391830444336,POINT (2492055.530176654 1128381.732645435)
14455,5.190502527713775,25.971887588500977,POINT (2492883.874045915 1128381.732645435)
14467,103.26450260162352,637.0326538085938,POINT (2494126.389849806 1128381.732645435)
14468,76.8875901260376,474.7792663574218,POINT (2494229.932833463 1128381.732645435)
14469,81.52269602203368,470.7601318359375,POINT (2494333.475817121 1128381.732645435)
14470,135.80816887664795,617.053955078125,POINT (2494437.018800778 1128381.732645435)
14471,172.21252143859863,780.0595092773436,POINT (2494540.561784436 1128381.732645435)
14472,111.48742768859861,530.0841064453125,POINT (2494644.104768094 1128381.732645435)
14473,4.2667413027286525,23.231245040893555,POINT (2494747.647751751 1128381.732645435)
14474,1.8564082107543944,9.768248558044432,POINT (2494851.190735409 1128381.732645435)
14475,33.46521488571167,156.34898376464844,POINT (2494954.733719066 1128381.732645435)
14476,95.45610104370117,445.3973388671875,POINT (2495058.276702724 1128381.732645435)
14477,10.500465250015258,62.94654846191406,POINT (2495161.819686381 1128381.732645435)
14478,15.175743564605712,91.72113800048828,POINT (2495265.362670039 1128381.732645435)
14479,3.703866704940795,19.760690689086918,POINT (2495368.905653697 1128381.732645435)
14488,3.0659990899562835,17.988704681396484,POINT (2496300.792506615 1128381.732645435)
